epoch,total_loss,rul_loss,dom_loss,val_rmse,lam
1,7819.035272837249,7819.012739515612,0.7042273318401183,81.79361587560881,0.0
2,5572.800033075379,5572.779257042947,0.6959199630077473,64.5939485902506,0.0
3,2824.2963853604892,2824.27561107879,0.6937501703800415,38.2543493542561,0.0
4,786.8009544243899,786.7808834898989,0.6932203602865984,17.771188457429645,0.0
5,403.6485987751798,403.62938593342136,0.6931404806911898,16.479125029755142,0.0
6,363.80930265049375,363.7896017025586,0.6931447372819797,18.034882233976738,0.0
7,337.5805304513004,337.5604710956931,0.6931467846306033,16.35742587545985,0.0
8,312.42611997635936,312.4059692671395,0.6931471434702922,15.3767734184452,0.0
9,295.9565905107599,295.9363683918501,0.6931471820193261,15.02481827614592,0.0
10,288.7077280771723,288.68748410681087,0.6931471820193261,16.55111143269454,0.0
11,275.7516946365441,275.66234697490717,0.6931471820193261,15.452960734947132,0.0996679946249559
12,265.2716270250782,265.11456637094676,0.6931471589327423,15.882450892991157,0.197375320224904
13,263.3337609526602,263.1115741808495,0.6931471565278897,16.1068590247011,0.2913126124515908
14,257.3757210603899,257.0924105423731,0.69231137026756,14.885648445357837,0.379948962255225
15,248.63922364868452,248.31962368579622,0.6477691214905656,15.325082442309396,0.4621171572600098
16,239.8981578820291,239.6003274908885,0.5168686475163844,14.870078260551399,0.5370495669980351
17,235.84593946332157,235.5806171986585,0.4054959858638081,14.951662008082005,0.6043677771171636
18,230.7156758284813,230.4565695067782,0.35970024907748654,14.517973691914246,0.6640367702678489
19,224.49335426324555,224.24962657835277,0.31202650919779723,15.065486078825094,0.7162978701990246
20,221.13028167508173,220.87278566521297,0.3115034156873341,14.580389448907031,0.7615941559557646
21,219.4495698690452,219.1822669034196,0.3086043752658264,14.533497838350094,0.8004990217606296
22,211.19680042600518,210.93776927133354,0.2864324454372562,14.505554439682983,0.8336546070121553
23,210.15147613597537,209.88776553130694,0.2825171059346556,15.611678890602077,0.8617231593133066
24,204.06977903397652,203.81589799019744,0.26390426295399194,14.78443932388043,0.8853516482022625
25,205.02431499652548,204.76449260353948,0.2646777483513263,14.98623123720807,0.9051482536448667
26,195.569405992296,195.32361841320522,0.24474198227280045,14.57126959160048,0.9216685544064713
27,197.40981880879383,197.1648562028072,0.24026755842850658,15.199900669016186,0.9354090706030991
28,194.85200805134994,194.58755044178102,0.25792668818769915,14.830449456260688,0.9468060128462681
29,189.4182552545065,189.14856781895654,0.2608425099488973,15.262806622844339,0.9562374581277389
30,187.61864617386044,187.36495326072986,0.24218381014510906,14.948268032141591,0.9640275800758169
31,186.52375261888437,186.25849718074332,0.25246859068237393,14.738604400609882,0.9704519366134539
32,179.69954212859074,179.4482840444386,0.23678534028706727,14.988434285657869,0.9757431300314514
33,181.07576982935552,180.82489618299888,0.23533741978747907,14.745989544929325,0.9800963962661915
34,177.89347337318463,177.64133406498564,0.23576226320578603,15.250212500169074,0.9836748576936802
35,175.92157515385284,175.66956535080834,0.23493499211902408,14.269942949688042,0.9866142981514305
36,175.2703373916662,175.0117741549156,0.24096884663787013,14.224372392955896,0.989027402201099
37,174.54973247939907,174.29375529740906,0.2378821360632789,15.959572860354088,0.9910074536781177
38,171.3484714791228,171.08475802710905,0.245274681316012,14.632249408245354,0.9926315202011282
39,168.92310768265722,168.6652202974745,0.23910946744788436,14.53577074823376,0.9939631673505833
40,166.5541965565783,166.29359661562222,0.24156355772927768,14.835725003636636,0.9950547536867307
41,165.33140890976685,165.07430532324682,0.23784518523090367,14.706180942119023,0.9959493592219002
42,163.16975907851054,162.91552080014637,0.23479861052464648,15.59142111263517,0.9966823978396511
43,162.2731306374552,162.0210033958441,0.23254752052450292,14.620963348915673,0.9972829600991422
44,160.5883637345166,160.3404539548665,0.22820770489784373,14.931663294998016,0.9977749279342796
45,159.97285191408943,159.7218308642232,0.23123001582656347,15.069738811137357,0.9981778976111988
46,160.61128448173696,160.35694316891068,0.23447124491252705,14.773691011630332,0.9985079423323266
47,157.36743858006736,157.11206711981782,0.23543431983302202,14.442951488223922,0.9987782412811312
48,156.73822448441885,156.48722677172216,0.23101119449704158,14.619639859561895,0.998999597785841
49,156.9614370172018,156.71111060513016,0.23030343472159126,14.804820937946124,0.9991808656700278
50,153.29656593316741,153.04890687045193,0.22760570810712916,15.157843846419413,0.9993292997390673
51,152.88678866627652,152.64336240511415,0.22334990621505524,14.601650044020166,0.9994508436877971
