epoch,total_loss,rul_loss,dom_loss,val_rmse,lam
1,8044.117852347444,8044.097800710451,0.7050910805735277,84.04430107882547,0.0
2,5953.0878954731825,5953.067958391819,0.6988215055138789,67.40170269436004,0.0
3,3109.7722835979057,3109.7519199996,0.6951962019516034,40.66219597236139,0.0
4,842.691533283928,842.6713057945017,0.6935973651884483,17.838699307531442,0.0
5,417.4706225104967,417.4509500716069,0.6932306793790055,17.131981845432435,0.0
6,355.9013795003448,355.8816154923676,0.6931560684640733,18.46951422027226,0.0
7,341.46264790468086,341.4426230524543,0.6931476956601215,16.405830779999235,0.0
8,322.0345209562694,322.01432826024893,0.6931471829812671,18.69542268078258,0.0
9,310.563950382891,310.5437222306873,0.6931471820193261,16.823947378219373,0.0
10,291.9497046557367,291.9294778959426,0.6931471820193261,15.862261656085048,0.0
11,288.4581401601901,288.3687920060394,0.6931471820193261,15.987622389449108,0.0996679946249559
12,271.92922740169735,271.77215368681203,0.6931471738428276,16.02544664847725,0.197375320224904
13,263.9307666246491,263.7085904418849,0.6931470734984786,16.262557524784267,0.2913126124515908
14,263.28132458313326,262.999729937951,0.6878292216176213,15.088495538274598,0.379948962255225
15,256.5892862926871,256.2731776672315,0.640208927519778,15.844813318164933,0.4621171572600098
16,250.9962192111545,250.68238522504802,0.5466931430836941,15.289871275692681,0.5370495669980351
17,240.25995352237783,239.98753055316993,0.4172683944365845,14.451870095523361,0.6043677771171636
18,236.56390192511327,236.3133942756623,0.34677222859117346,14.239101964352592,0.6640367702678489
19,232.65828543107654,232.42079225749083,0.3033135752277735,15.025398812039954,0.7162978701990246
20,226.6767423507414,226.44005327133047,0.2842122129232889,14.254940867291712,0.7615941559557646
21,220.7273518966783,220.49377481615383,0.2665203042402335,15.527412574691722,0.8004990217606296
22,214.57983052715906,214.3507524797877,0.2505413705350096,14.03011935578206,0.8336546070121553
23,222.0247840654089,221.78062698111748,0.2598488431844869,14.415228472106557,0.8617231593133066
24,209.27137694879627,209.03674773953486,0.24217788531847878,14.186045258465448,0.8853516482022625
25,209.47749362185021,209.24478965524804,0.23475718358964598,14.566967173766656,0.9051482536448667
26,203.97547194749188,203.73731705469442,0.23645749609802913,14.571582695217534,0.9216685544064713
27,202.30008074147952,202.06908955747636,0.22533739945097547,14.043675791764848,0.9354090706030991
28,200.10066211697432,199.85392481017055,0.2392281687043613,14.094783626036863,0.9468060128462681
29,193.1426696137653,192.8956112793546,0.23720801980923817,13.961158340476796,0.9562374581277389
30,190.1017621099714,189.86814016980952,0.2213860545006204,14.850341808444742,0.9640275800758169
31,190.53169426956356,190.2971254567296,0.22089236326580258,13.853362867361637,0.9704519366134539
32,191.39379521892238,191.14817871526623,0.23099566563975632,15.504038236909315,0.9757431300314514
33,185.7223158421678,185.47894589495527,0.22768457889228097,14.697608469323441,0.9800963962661915
34,181.95771152601552,181.71625558791524,0.22491787422915158,13.976619496418925,0.9836748576936802
35,179.7404246368288,179.49933050493823,0.2238807003328047,14.46936144020868,0.9866142981514305
36,177.6766721963845,177.42624454194677,0.23275182838652245,13.696173984213237,0.989027402201099
37,173.11793673804652,172.87514077910294,0.22460505996424912,14.074901900257379,0.9910074536781177
38,172.1478996374252,171.90951516730848,0.2198046392047377,14.12560033038063,0.9926315202011282
39,170.95015023931168,170.70696817841466,0.22433342931024478,13.846597544543835,0.9939631673505833
40,168.79146562436512,168.54421271189636,0.22816931212202032,14.851730733850298,0.9950547536867307
41,168.52109497984156,168.27427695175905,0.2275291616912899,14.48948510924914,0.9959493592219002
42,165.49397992073222,165.24598085083295,0.22854135843550152,14.70661880830046,0.9966823978396511
43,165.43920062943647,165.19390147011518,0.22570556866079922,14.347237535754402,0.9972829600991422
44,161.33882074114092,161.09668776972825,0.22242682393842836,14.388327979963552,0.9977749279342796
45,161.68140972501186,161.44223630600035,0.21937991550816055,14.693098915643114,0.9981778976111988
46,159.86278394670538,159.62157631202982,0.22134120126800147,14.066506434064125,0.9985079423323266
47,160.47307043582083,160.23329527461877,0.2198446240140473,14.22504455808311,0.9987782412811312
48,158.11117000715106,157.87174128803707,0.21945297192926008,14.198141121248074,0.998999597785841
49,155.79984506304947,155.56241203338166,0.21742009069479948,14.494103272941771,0.9991808656700278
50,156.1852027434942,155.94825717309783,0.2169021174769593,14.568907267331685,0.9993292997390673
51,155.27028723269584,155.0349885322204,0.21522796119076704,14.142586722452819,0.9994508436877971
